label,slug,title,discountPrice,soldQuantity,quantity,brand,series,totalRating,features,color,Năm ra mắt,Xuất xứ,Loại card đồ họa,Loại CPU,Dung lượng RAM,Loại RAM,Mô tả ram,Ổ cứng,Dung lượng ổ cứng,Tần số quét,Chất liệu tấm nền,Kích thước màn hình,Công nghệ màn hình,Độ phân giải màn hình,Công nghệ âm thanh,Chất liệu,Kích thước,Trọng lượng,Tính năng đặc biệt,Loại đèn bàn phím,Bảo mật,Webcam,Hệ điều hành,Pin,Wi-Fi,Bluetooth,Cổng giao tiếp
Văn phòng,laptop-asus-vivobook-flip-s-14-flip-tp3402za-lz159w,Laptop ASUS Vivobook Flip S 14 Flip TP3402ZA-LZ159W,20000000,57,54,asus,vivobook,4.6,"Chip Core i5-12500H - Luôn hoạt động mượt mà dù sử dụng các tác vụ như xem phim hay nặng nề như lập trình  Ổ cứng 512GB SSD mang đến tốc độ xử lý nhanh cùng đa nhiệm mượt mà, mở nhiều trang cùng lúc không bị giật, lag. Màn hình cảm ứng đa điểm, kích thước 14.0 inches với độ phân giải Full HD, cùng tấm nền IPS mang lại chất lượng hiển thị rõ nét, mượt mà. Không ngại thiếu sáng - Bàn phím được trang bị LED. Năng lượng bất tận cả ngày với viên pin 3 cell, 50WHrs. Tích hợp webcam 1080p HD cho phép đàm thoại thông qua video thoải mái. Thiết kế mỏng nhẹ - chỉ 1,5 kg, đồng hành cùng bạn khắp mọi nơi. Máy đi kèm Windows 11 bản quyền.",Bạc,2023,Singapore,Intel UHD Graphics,Intel Core i5-12500H,8GB,DDR4,8GB DDR4 1 khe,512GB SSD,512GB,,Tấm nền IPS,14 inches,"16:10 aspect ratio, Glossy display, IPS-level Panel, LED Backlit, 300nits, 45% NTSC, cảm ứng (có bút)",1920 x 1200 pixels (FullHD+),,,31.32 x 22.76 x 1.89 ~ 1.89 cm,1.5Kg,"Wi-Fi 6, Màn hình cảm ứng, Xoay gập 360 độ (2 in 1)",Bàn phím tiêu chuẩn - Đèn nền bàn phím,,1080p FHD camera With privacy shutter,Windows 11,"3 cell, 50WHrs",Wi-Fi 6(802.11ax) (Dual band) 2*2,Bluetooth 5,1x USB 2.0 Type-A1x USB 3.2 Gen 2 Type-A1x Thunderbolt™ 4 supports display / power delivery1x HDMI 2.0a1x 3.5mm Combo Audio Jack
Văn phòng,laptop-lg-gram-2023-2in1-14t90r-g-ah55a5,Laptop LG GRAM 2IN1 14T90R-G.AH55A5,20000000,4,4,lg,gram,2.0,"Chip i5-1340P kết hợp cùng Intel Iris Xe Graphics đem lại nhiều tiện ích trong việc giải quyết công việc văn phòng cũng như chỉnh sửa nhẹ hình ảnh Màn hình 14 inch kết hợp cùng độ phủ màu DCI-P3 99% và công nghệ chống chói giúp bạn trải nghiệm được hình ảnh sống động nhưng vẫn bảo vệ được đôi mắt RAM 16GB cùng ổ cứng SSD 512GB giúp bạn tự tin lưu trữ dữ liệu mà không sợ hết Thiết kế laptop mỏng nhẹ, trọng lượng chỉ 1.25 kg, rất dễ dàng để bạn mang theo bên người mà không lo nặng vai",Đen,2024,Hàn Quốc,Intel Iris Xe Graphics,"Intel Core i5-1340P 1.9 GHz (up to 4.6 GHz, 12MB Cache, 12 lõi/luồng)",16GB,LPDDR5 6000MHz,16GB LPDDR5 6000MHz 1 thanh RAM 16GB,512GB SSD NVMe Gen 4 (1 khe cắm SSD M.2 trống),512GB,60Hz,Tấm nền IPS,14 inches,Màn hình chống chói Độ sáng 350 nits Độ phủ màu DCI-P3 99%,1920 x 1200 pixels (FullHD+),Âm thanh HD cùng với Dolby Atmos,,31.4 x 21.95 x 1.68 cm (Dài x Rộng x Cao),1.25 kg,Wi-Fi 6,,,Webcam IR FHD IR có nhận diện khuôn mặt,Windows 11 Home,72 Wh Li-Ion,Intel Wireless-AX211,BT 5.1,2x USB 4 Gen3x2 Type C USB Type A
Văn phòng,laptop-msi-modern-14-14-b11sbu-668vn,Laptop MSI Modern 14 B11SBU-668VN,19000000,76,71,msi,modern,1.6,"Chip Core i5-1155G7 cùng card rời MX450 cho khả năng chiến các tựa game như Fifa, LoL, edit video ngắn Ram 8GB, ổ cứng SSD 512GB mang đến tốc độ xử lý nhanh cùng đa nhiệm mượt mà. Màn hình 14.0 inch độ phân giải Full HD - thoả sức giải trí. Đàm thoại rõ ràng - công nghệ MSI Sound Tune phát hiện giọng nói bằng AI giúp đảm bảo chất lượng cuộc gọi. Thiết kế vỏ nhựa cứng cáp, nặng 1.3 kg thuận tiện di chuyển, mang theo. Máy đi kèm Windows 10 bản quyền.",Xám,2024,Đài Loan,NVIDIA GeForce MX450 2GB GDDR5,"Intel® Core™ i5-1155G7 (2.50GHz - 4.50GHz, 4 nhân 8 luồng, 8MB Cache)",8GB,DDR4 3200MHz,8GB DDR4 3200MHz,512GB SSD PCIe NVMe™ Gen3x4,512GB,,Tấm nền IPS,14 inches,"60Hz, 45%NTSC",1920 x 1080 pixels (FullHD),2x 2W Speaker,Vỏ kim loại,319 x 219 x 16.9-18.1 (mm),1.3 kg,Wi-Fi 6,,,HD 720p,Windows 10 Home SL,3 Cell 52WHr,802.11 ax Wi-Fi 6,v5.1,1x Type-C USB3.2 Gen2  2x Type-A USB3.2 Gen2  1x (4K @ 60Hz) HDMI  1x Mic-in/Headphone-out Combo Jack
Văn phòng,laptop-asus-vivobook-a415ea-eb1474w,Laptop Asus Vivobook A415EA EB1474W,15000000,30,68,asus,vivobook,0.0,"Chip Core i5-1135G7 tiết kiệm pin, hiệu năng ổn định thích hợp làm văn phòng. Ram 8GB, ổ cứng SSD 512GB mang đến tốc độ xử lý nhanh cùng đa nhiệm mượt mà, mở nhiều trang cùng lúc không bị giật, lag. Màn hình chống lóa, độ phân giải Full HD, kích thước 14.0 inch, tấm nền IPS mang lại chất lượng hiển thị sắc nét, sống động, bảo vệ mắt tối đa. Tích hợp webcam 720p cho phép đàm thoại thông qua video thoải mái. Năng lượng bất tận cả ngày với viên pin 42WHrs, 3-cell Li-ion. Thiết kế vỏ nhựa cứng cáp, nặng 1.3 kg thuận tiện di chuyển, mang theo. Máy đi kèm Windows 11 bản quyền.",Đen,2022,Hàn Quốc,Intel Iris Xᵉ Graphics,Intel® Core™ i5-1135G7,8GB,DDR4,8GB DDR4,512GB M.2 NVMe™ PCIe® 3.0 SSD,512GB,,Tấm nền IPS,14 inches,Màn hình chống loá,1920 x 1080 pixels (FullHD),2 Loa,Vỏ nhựa,32.40 x 21.50 x 1.79 ~ 1.79 cm,1.40 kg,Wi-Fi 6,,,HD 720p,Windows 11 Home SL,"42WHrs, 3S1P, 3-cell Li-ion",Wi-Fi 6(802.11ax)+Bluetooth 5.0 (Dual band) 2*2,v5.0,1x USB 2.0 Type-A  1x USB 3.2 Gen 1 Type-C  2x USB 2.0 Type-A//1x HDMI 1.4  1x 3.5mm Combo Audio Jack//Micro SD card reader
Văn phòng,laptop-asus-vivobook-15x-a1503za-l1422w,Laptop ASUS VivoBook 15X A1503ZA-L1422W,25000000,36,8,asus,vivobook,0.0,"Khả năng hiển thị rực rỡ - màn hình 15.6 inch, tấm nền Oled độ phân giải Full HD Trải nghiệm mượt mà - 8GB ram onboard + 1 khe trống để nâng cấp Chỉnh sửa ảnh trên máy thoải mái - độ phủ màu 100% DCI-P3 Webcam 720p cho phép đàm thoại thông qua video",Xanh,2024,Trung Quốc,Intel Iris Xe Graphics,Intel Core i5-12500H,8GB,DDR4,8GB DDR4  8gb oboard + 1 khe cắm rời hỗ trợ nâng cấp,512GB M.2 NVMe™ PCIe® 3.0 SSD,512GB,,Tấm nền OLED/AMOLED,15.6 inches,"Hỗ trợ dải màu 100% DCI-P3 Tỷ lệ tương phản 1,000,000:1 Chứng nhận hiển thị VESA HDR True Black 600Màn hình hiển thị 1.07 tỷ màuChứng nhận bảo vệ mắt SGS Eye Care Display",1920 x 1080 pixels (FullHD),"Loa kép, công nghệ SonicMaster",Vỏ nhựa,35.68 x 22.76 x 1.99,1.7kg,Wi-Fi 6,LED đơn sắc,Mật khẩu bảo vệ BIOS và người dùng   Chip bảo mật TPM  Khoá vân tay  Phần mềm McAfee LiveSafe dùng thử 30 ngày,720P,Windows 11 Home SL,"70WHrs, 3S1P, 3-cell Li-ion",Wi-Fi 6(802.11ax) (Dual band) 2*2,v5.0,1x HDMI 1.4 1x Combo mic tai nghe 3.5mm   1x DC-in// 1x USB 2.0 Type-A 1x USB 3.2 Gen 1 Type-C2x USB 3.2 Gen 1 Type-A
Văn phòng,laptop-dell-inspiron-13-7000-i7306-5934slv-pus,Laptop Dell Inspiron 13 7000 I7306-5934SLV-PUS,18000000,34,25,dell,inspiron,3.3,"Chip Core I5-1135G7 tiết kiệm pin, hiệu năng ổn định thích hợp làm văn phòng. Ổ cứng SSD 512GB - mang đến khả năng đa nhiệm nhiều tác vụ cùng lúc, tiết kiệm tối đa thời gian mở máy. Màn hình lớn có độ sáng cao, dải màu rộng với viền siêu mỏng cho không gian hiển thị được tối ưu. Màn hình công nghệ hiện đại HDR với Dolby Vision ™ - Mang tới màu sắc cực chất lượng. Tích hợp webcam 720p HD cho phép đàm thoại thông qua video thoải mái. Thiết kế mỏng nhẹ - chỉ 1,3 kg, đồng hành cùng bạn khắp mọi nơi.",Bạc,2024,Đài Loan,Intel Iris Xe Graphics,Intel Core i5-1135G7,8GB,"LPDDR3, 2133MHz","8GB LPDDR3, 2133MHz",512GB SSD,512GB,,Tấm nền IPS,13.3 inches,,1920 x 1080 pixels (FullHD),,,305.2mm x 197.8mm x 16.50mm,1.3kg,"Wi-Fi 6, Màn hình cảm ứng, Xoay gập 360 độ (2 in 1)",,,720p,,,Intel Wi-Fi 6 2x2,v5.0,
Văn phòng,laptop-hp-envy-x360-15m-es1013,Laptop HP Envy X360 15M-ES1013,15000000,88,42,hp,envy,0.0,"Intel Core i5 thế hệ 11 - Xử lý tốt các tác vụ hằng ngày 256GB SSD - Khởi động máy / ứng dụng nhanh hơn, khả năng lưu trữ đủ dùng Giải trí đỉnh cao với loa trang bị công nghệ từ Bang & Olufsen 8GB Ram - Giúp máy hoạt động ổn định, không lo giật lag",Bạc,2021,Nhật Bản,Intel Iris Xe Graphics,Intel Core i5-1155G7,8GB,(2 x 4 GB) DDR4-3200 MHz,8GB (2 x 4 GB) DDR4-3200 MHz 2 khe,256 GB PCIe NVMe M.2 SSD,256GB,,Tấm nền IPS,15.6 inches,"Kính cường lực Corning Gorilla, độ phủ màu 45% NTSC, độ sáng 250 nits",1920 x 1080 pixels (FullHD),Bang & Olufsen; Loa kép; HP Audio Boos,Vỏ kim loại,35.9 x 22.82 x 1.84 cm,1.77 kg,"Viền màn hình siêu mỏng, Wi-Fi 6, Màn hình cảm ứng, Xoay gập 360 độ (2 in 1)",,,HD 720p,Windows 11 Home SL,"3-cell, 51 Wh",Intel® Wi-Fi 6 AX201 (2x2),v5.0,1 Thunderbolt 4   1 SuperSpeed USB Type-A 10Gbps   1 SuperSpeed USB Type-A 10Gbps   1 HDMI 2.0b  1 Khe đọc thẻ nhớ   1 combo mic tai nghe 3.5 mm
Văn phòng,laptop-lenovo-ideapad-slim-5-14irl8-82xd008lvn,Laptop Lenovo IdeaPad Slim 5 14IRL8 82XD008LVN,14000000,96,61,lenovo,ideapad,3.6,"Hiệu suất mạnh mẽ với bộ xử lý Intel® Core™ i5-13500H mang lại sức mạnh xử lý ấn tượng cho việc đa nhiệm và các ứng dụng đòi hỏi cao. Đồ họa xuất sắc tích hợp Intel® Iris® Xe để hiển thị mượt mà và trải nghiệm hình ảnh tốt hơn, phục vụ cả nhu cầu công việc và giải trí. 16GB bộ nhớ LPDDR5-5200 tích hợp mang lại khả năng đa nhiệm nhanh chóng và hiệu quả. Thiết kế không có ổ đĩa quang và trang bị khe cắm thẻ microSD, tối ưu hóa tính di động và sự thuận tiện cho người dùng.",Xám,2023,Đài Loan,Intel® Iris® Xe Graphics,"Intel® Core™ i5-13500H (12 nhân / 16 luồng, 16T, P-core 2.6 / 4.7GHz, E-core 1.9 / 3.5GHz, 18MB)",16GB,16GB Soldered LPDDR5-5200,16GB 16GB Soldered LPDDR5-5200,1TB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1TB,,Tấm nền IPS,14 inches,OLED,1920 x 1200 pixels (WUXGA),"High Definition (HD) AudioStereo speakers, 2W x2, optimized with Dolby® Audio™",,312 x 221 x 16.9 mm (W x D x H),1.46 kg (3.22 lbs),"Wi-Fi 6, Màn hình Oled",,Firmware TPM 2.0 EnabledCamera privacy shutterIR camera for Windows® Hello,"FHD 1080p + IR with Privacy Shutter, ToF Sensor","Windows® 11 Home Single Language, English",56.6Wh,"Wi-Fi® 6, 11ax 2x2",Bluetooth 5.1,"1x USB 3.2 Gen 11x USB 3.2 Gen 1 (Always On)2x USB-C® 3.2 Gen 1 (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4)1x HDMI® 1.4b1x Headphone / microphone combo jack (3.5mm)1x microSD card reader"
Văn phòng,laptop-lenovo-ideapad-5-pro-14arh7-82sj0028vn,Laptop Lenovo Ideapad 5 Pro 14ARH7 82SJ0028VN,25000000,46,92,lenovo,ideapad,2.7,"Ghi điểm với thiết kế nhôm xám bạc tinh tế, tối giản cùng màn hình 14 inches nhỏ gọn, tiện lợi với độ phân giải sắc nét 2.8K cao Bàn phím được trang bị đèn nền - không còn trở ngại khi làm việc trong bóng tối Dung lượng bộ nhớ RAM 16GB và ổ cứng 512GB - khởi động máy nhanh, đa nhiệm mượt mà Card đồ họa AMD Radeon 680M - cho khả năng xử lý hình ảnh hay giải trí trên các tựa game như: LOL, Fifa,... Dễ dàng mang theo bất kỳ đâu chỉ với trọng lượng 1,41 kg Sở hữu hệ điều hành Windows 11 tân tiến cung cấp nhiều giao diện mới mẻ",Xám,2023,Đài Loan,AMD Radeon 680M tích hợp,AMD Ryzen 7 6800HS,16GB,LPDDR5-6400,16GB LPDDR5-6400,512GB SSD M.2 2242 PCIe,512GB,,Tấm nền IPS,14 inches,"14 "" IPS 400nits Chống chói, 90Hz, 100% sRGB, Ánh sáng xanh dương thấp TÜV, An toàn cho mắt",2880 x 1800 pixels,"Âm thanh độ nét cao (HD), codec Realtek ALC3287Loa âm thanh nổi, 2W x2, được tối ưu hóa với Dolby Atmos",Vỏ kim loại,"312,2 x 221 x 15,9 mm","1,41 kg",Wi-Fi 6,Có đèn nền,,"ToF, FHD 1080p & IR",Windows 11 Home 64 Single Language,"3 cell, 56,5Wh","Wi-Fi 6 11ax, 2x2",v5.1,"1x USB 3.2 thế hệ 11x USB 3.2 thế hệ 1 (Luôn bật)2x USB-C 3.2 Gen 1 (hỗ trợ truyền dữ liệu, Power Delivery 3.0 và DisplayPort 1.4)1x HDMI 2.01x đầu đọc thẻ1 x giắc cắm kết hợp tai nghe / micrô (3,5 mm)"
Văn phòng,laptop-asus-vivobook-s-14-flip-tn3402ya-lz026w,Laptop Asus VivoBook S 14 Flip TN3402YA-LZ026W,19000000,3,14,asus,vivobook,1.9,"Xoay gập với bản lề 360 độ tự do làm việc hay giải trí theo mọi tư thế CPU AMD Ryzen 5 7530U cho phép thực hiện các tác vụ hàng ngày nhanh chóng và mượt mà 16 GB RAM cùng bộ lưu trữ 512GB SSD cho khả năng đa nhiệm, lưu trữ rộng rãi Màn hình cảm ứng 14 inch cùng tấm nền IPS cho màu sắc vượt trội, hình ảnh chân thực, sống động Cảm biến vân tay giúp đăng nhập với một chạm",Bạc,2022,Nhật Bản,AMD Radeon Graphics,"AMD Ryzen 5 7530U (6 lõi / 12 luồng, 16MB cache, up to 4.3 GHz max boost)",16GB,DDR4,16GB DDR4 2 khe (8GB DDR4 On board + 8GB DDR4 SO-DIMM),512GB M.2 NVMe PCIe 3.0 SSD,512GB,,Tấm nền IPS,14 inches,Tần số quét 60Hz  Độ sáng 300nits  Độ phủ màu 45% NTSC  Glossy display  TÜV Rheinland-certified,1920 x 1200 pixels (WUXGA),Công nghệ khuếch đại thông minh  Loa tích hợp  Micrô mảng tích hợp  harman/kardon (Mainstream),Vỏ nhựa,31.32 x 22.76 x 1.89 ~ 1.89 cm (W x H x D),1.50 kg,"Wi-Fi 6, Màn hình cảm ứng, Bảo mật vân tay, Xoay gập 360 độ (2 in 1)",,McAfee LiveSafe 30 ngày dùng thử miễn phí  McAfee LiveSafe Mô-đun nền tảng đáng tin cậy (Firmware TPM),1080p FHD với màn trập camera,Windows 11 Home,"50WHrs, 3S2P, 6-cell Li-ion (Lên đến 20 giờ)",Wi-Fi 6E(802.11ax) (Dual band) 2*2,Bluetooth 5,1x USB 2.0 Type-A  1x USB 3.2 Gen 2 Type-A 1x USB 3.2 Gen 2 Type-C (Display / Sạc)  1x HDMI 2.1 TMDS  1x 3.5mm Combo Audio Jack  1x DC-in
Văn phòng,laptop-asus-vivobook-14x-a1403za-km161w,Laptop ASUS VivoBook 14X A1403ZA-KM161W,20000000,26,2,asus,vivobook,3.4,"Hiệu năng hàng đầu i5-12500H - Xử lý tốt các tác vụ nặng nề 8GB Ram onboard + 1 khe trống - Cho phép nâng cấp ram Thoả sức sáng tạo - Màn hình Oled , độ phủ màu 100% DCI-P3 Bảo vệ mắt khi làm việc cả ngày dài - Màn hình đạt chứng nhận SGS Eye Care Display",Xanh,2023,Nhật Bản,Intel Iris Xe Graphics,Intel Core i5-12500H,8GB,DDR4,8GB DDR4 8GB onboard + 1 khe cắm rời hỗ trợ nâng cấp,256GB M.2 NVMe™ PCIe® 3.0 SSD,256GB,,Tấm nền OLED/AMOLED,14 inches,"Tốc độ phải hồi 0.2ms  Tần số quét 90Hz  Độ sáng tối đa 600nit  Hỗ trợ dải màu 100% DCI-P3   Tỷ lệ tương phản 1,000,000:1   Chứng nhận hiển thị VESA HDR True Black 600  Màn hình hiển thị 1.07 tỷ màu  Chứng nhận bảo vệ mắ",2880 x 1800 pixels,"Loa kép, công nghệ âm thanh SonicMaster",Vỏ nhựa,31.71 x 22.20 x 1.99 ~ 1.99 cm,1.6 kg,"Wi-Fi 6, Bảo mật vân tay",LED đơn sắc,Mật khẩu bảo vệ BIOS và người dùng   Chip bảo mật TPM  Khoá vân tay  Phần mềm McAfee LiveSafe dùng thử 30 ngày,720P,Windows 11 Home SL,"70WHrs, 3S1P, 3-cell Li-ion",Wi-Fi 6(802.11ax) (Dual band) 2*2,v5.0,1x HDMI 1.4   1x Combo mic tai nghe 3.5mm   1x USB 2.0 Type-A1x USB 3.2 Gen 1 Type-C2x USB 3.2 Gen 1 Type-A
Văn phòng,laptop-lg-gram-17-2021-ssd-256gb-free-os,Laptop LG Gram 2021 17ZD90P-G.AX71A5 17 inch,15000000,53,2,lg,gram,4.6," Mỏng nhẹ sang trọng, dễ dàng di chuyển - Chỉ mỏng 17.8 mm và nhẹ chỉ 1.35kg  Đắm chìm trong màn ảnh giải trí một cách sống động - Màn hình 14"""" 2K, tấm nền IPS  Xử lí tốc độ, đa nhiệm mượt mà - Intel Core™ i7-1165G7, RAM 16GB, bộ nhớ 256GB SSD  Thoải mái sử dụng không lo gián đoạn - Viên pin cực khủng 80WHrs 10.336mAh",Trắng,2022,Nhật Bản,Intel Iris Xe Graphics,"Intel Core™ i7-1165G7, tốc độ 2.80GHz tối đa 4.70GHz, 4 nhân 8 luồng, 12MB bộ nhớ đệm",16GB,"LPDDR4x 4266MHz, không hỗ trợ nâng cấp","16GB LPDDR4x 4266MHz, không hỗ trợ nâng cấp",256GB SSD PCIe NVMe M.2,256GB,,Tấm nền IPS,17 inches,99% DCI-P3,2560 x 1600 pixels (2K),HD Audio: DTS:X Ultra,Vỏ kim loại,380.2 x 260.1 x 17.8mm,1.35kg,"Viền màn hình siêu mỏng, Wi-Fi 6, Bảo mật vân tay",,,HD Webcam,Non-OS,80WHrs 10.336mAh,"Intel Wireless-AX201 (802.11ax, 2x2, Dual Band, BT Combo)",v5.1,2 x USB 3.2 Gen2  2 x USB Type-C Thunderbolt 4  1 x HDMI
Văn phòng,laptop-asus-zenbook-flip-ux363ea-hp726w,Laptop ASUS ZenBook Flip UX363EA,18000000,56,14,asus,zenbook,1.6,"Chip Core i5-1135G7 xử lý tốt mọi tác vụ từ làm việc đến giải trí. Ổ cứng SSD 5126GB mang đến tốc độ xử lý nhanh cùng đa nhiệm mượt mà, mở nhiều trang cùng lúc không bị giật, lag. Viền màn hình siêu mỏng, màn hình 13.3 inches, cảm ứng đa điểm với độ phân giải Full HD trên tấm nền OLED mang lại chất lượng hiển thị rõ nét, mượt mà. Tích hợp webcam 720p HD cho phép đàm thoại thông qua video thoải mái. Năng lượng bất tận cả ngày với viên pin 4 Cell 67WHr. Thiết kế mỏng nhẹ, sang trọng thuận tiện di chuyển, mang theo - Nặng 1.3 kg Máy đi kèm Windows 11 bản quyền.",Xám,2022,Đài Loan,Intel Iris Xe Graphics,Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB,LPDDR4X không hỗ trợ nâng cấp,8GB LPDDR4X không hỗ trợ nâng cấp,512GB SSD PCIE G3x4,512GB,,Tấm nền OLED/AMOLED,13.3 inches,"100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, PANTONE Validated",1920 x 1080 pixels (FullHD),Sonic Master,,30.5 x 21.1 x 1.19 ~ 1.39 (cm),1.3 kg,"Viền màn hình siêu mỏng, Wi-Fi 6, Màn hình cảm ứng, Xoay gập 360 độ (2 in 1)",,,HD 720p,Windows 11,4 Cell 67WHr,802.11 AX (2X2),v5.0,2x Thunderbolt™ 4 supports display / power delivery  1x USB 3.2 Gen 1 Type-A  1x HDMI 1.4
Văn phòng,laptop-acer-swift-3-sf314-43-r4x3,Laptop Acer Swift 3 SF314-43-R4X3 NX.AB1SV.004,12000000,49,66,acer,swift,3.9,"""Chip R5-5500U cùng card đồ họa rời AMD Radeon Graphics chạy tốt các tác vụ văn phòng hay chỉnh sửa ảnh cơ bản trên PTS Ram 16GB cùng ổ cứng 512GB SSD cho bộ nhớ rộng rãi, mang đến tốc độ xử lý nhanh cùng đa nhiệm mượt mà Màn hình 14.0 inches 60Hz với độ phân giải Full HD trên tấm nền IPS mang lại chất lượng hiển thị rõ nét, mượt mà Tích hợp web cam HD 720p cho phép đàm thoại thông qua video thoải mái Thiết kế vỏ kim loại chắc chắn, nặng 1.19 kg thuận tiện mang theo và di chuyển Máy đi kèm Windows 11 Home bản quyền """,Bạc,2023,Hàn Quốc,AMD Radeon™ Graphics,"AMD Ryzen 5-5500U 2.1GHz up to 4.0GHz 8MB, 6 lõi 12 luồng",16GB,"16GB LPDDR4X 2133 MHz, không hỗ trợ nâng cấp","16GB 16GB LPDDR4X 2133 MHz, không hỗ trợ nâng cấp",512GB SSD M.2 PCIE Gen3x4,512GB,,Tấm nền IPS,14 inches,"60Hz, Acer ComfyView LED-backlit",1920 x 1080 pixels (FullHD),Acer TrueHarmony,Vỏ kim loại,322.8 x 212.2 x 15.9 (mm),1.19 kg,Wi-Fi 6,,,HD 720p,Windows 11 Home SL,3 Cell,Intel® Wireless Wi-Fi 6 AX200 (2x2),v5.0,"2x USB 3.2 Gen 1 port with power-off charging  1x USB 3.2 Gen 2 Type-C Ports (DisplayPort over USB-C, Thunderbolt 4, USB charging 5 V; 3 A, DC-in port 19 V; 65 W)  1x USB 3.2 Gen 1 port  1 x HDMI® port  Finger Print"
Văn phòng,laptop-dell-vostro-15-3510-7t2yc1,Laptop Dell Vostro 15 3510 7T2YC1,25000000,15,40,dell,vostro,0.0,"Chip Core i5-1135G7 xử lý mượt mà các tác vụ văn phòng hay chỉnh sửa ảnh cơ bản trên PTS. Ram 8GB , 2 khe cắm cho phép nâng cấp tối đa đến 16GB, ổ cứng SSD 512GB mang đến tốc độ xử lý nhanh cùng đa nhiệm mượt mà. Công nghệ chống chói - Làm việc không lo bị mỏi mắt. Màn hình Full HD kích thước chuẩn 15.6 inch, tấm nền VA khả năng hiển thị sắc nét, màu sắc chân thật cùng khả năng tái tạo chuẩn xác. Năng lượng bất tận với viên pin 3 Cell 42WHr. Tích hợp 2 loa Stereo speakers tận hưởng âm thanh bất tận. Thiết kế vỏ nhựa cứng cáp, nặng 1.7 kg thuận tiện di chuyển, mang theo. Máy đi kèm Windows 10 bản quyền.",Đen,2024,Singapore,Intel® Iris Xe Graphics,Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB,"DDR4 3200MHz, 2 khe cắm tối đa 16GB","8GB DDR4 3200MHz, 2 khe cắm tối đa 16GB",512GB SSD M.2 PCIE,512GB,,Tấm nền VA,15.6 inches,Màn hình chống loá,1920 x 1080 pixels (FullHD),"Stereo speakers, 2 W x 2 = 4 W total",Vỏ nhựa,358.5 x 235.56 x 18.9 mm,1.7 kg,,,,HD 720p,Windows 10 Home SL,3 Cell 42WHr,802.11 AC,v4.2,1 USB 3.2 Gen 1 Type-C™  1x USB 3.2 Gen 1 Type-A  1x USB 2.0 Type-A  1x HDMI 1.4  1x RJ-45  1x Audio Jack  1x Power in  FingerPrint
Văn phòng,laptop-avita-liber-v14,Laptop Avita Liber V14,18000000,64,44,avita,liber,4.4," Thiết kế thời trang, màu sắc đa dạng - Thiết kế mỏng nhẹ, viền màn hình mỏng, nhiều màu sắc độc đáo  Xử lí trơn tru, mượt mà mọi tác vụ - Intel Core i5-10210U, tốc độ tối đa 4.2GHz, RAM 8GB  Màn hình sắc nét cho trải nghiệm hình ảnh hoàn hảo - Màn hình 14"" tấm nền IPS và độ phân giải FullHD  Kết nối và chia sẻ dễ dàng hơn - USB 3.0 Type-C, HDMI, jack combo âm thanh, khe đọc thẻ microSD",Xanh,2023,Đài Loan,Intel UHD Graphics,"Intel Core i5-10210U, tốc độ 1.6GHz tối đa lên đến 4.2GHz, 6MB bộ nhớ đệm",8GB,"DDR4 2400MHz, Không hỗ trợ nâng cấp","8GB DDR4 2400MHz, Không hỗ trợ nâng cấp",512GB SSD M.2 SATA,512GB,,Tấm nền IPS,14 inches,"Chống chói, Độ sáng 220 nits, Độ phủ màu 45% NTSC",1920 x 1080 pixels (FullHD),"2 loa, Realtek High Definition Audio",Vỏ kim loại,318 X 218 X 15.9 mm,1.28kg,"Viền màn hình siêu mỏng, Bảo mật vân tay",,,HD Web Camera,Windows 10 Home SL,3 Cell,IEEE 802.11 b/g/n/ac,Bluetooth 4.2,"2 cổng USB 3.0  1 cổng USB 3.0 Type-C (PD 2.0 Charging, Display out)  1 cổng Micro HDMI Type D"
